0,2020-02-18,13:37:23,23
1,2020-02-18,13:37:23,23
2,2020-02-18,13:37:23,23
3,2020-02-18,13:37:34,23
4,2020-02-18,13:37:34,23
5,2020-02-18,13:37:34,23
6,2020-02-18,13:37:45,23
7,2020-02-18,13:37:45,23
8,2020-02-18,13:37:45,23
9,2020-02-18,13:37:56,23
10,2020-02-18,13:37:56,23
11,2020-02-18,13:37:56,23
12,2020-02-18,13:38:07,23
13,2020-02-18,13:38:07,23
14,2020-02-18,13:38:07,23
15,2020-02-18,13:38:18,23
16,2020-02-18,13:38:18,23
17,2020-02-18,13:38:18,23
18,2020-02-18,13:38:51,23
19,2020-02-18,13:38:51,23
20,2020-02-18,13:38:52,23
21,2020-02-18,13:39:02,23
22,2020-02-18,13:39:02,23
23,2020-02-18,13:39:03,23
24,2020-02-18,13:39:13,23
25,2020-02-18,13:39:13,23
26,2020-02-18,13:39:14,23
27,2020-02-18,13:39:24,23
28,2020-02-18,13:39:24,23
29,2020-02-18,13:39:25,23
30,2020-02-18,13:39:35,23
31,2020-02-18,13:39:35,23
32,2020-02-18,13:39:36,23
33,2020-02-18,13:39:46,23
34,2020-02-18,13:39:46,23
35,2020-02-18,13:39:47,23
36,2020-02-18,13:39:57,23
37,2020-02-18,13:39:57,23
38,2020-02-18,13:39:57,23
39,2020-02-18,13:40:08,23
40,2020-02-18,13:40:08,23
41,2020-02-18,13:40:08,23
42,2020-02-18,13:40:19,23
43,2020-02-18,13:40:19,23
44,2020-02-18,13:40:19,23
45,2020-02-18,13:40:30,23
46,2020-02-18,13:40:30,23
47,2020-02-18,13:40:30,23
48,2020-02-18,13:40:41,23
49,2020-02-18,13:40:41,23
50,2020-02-18,13:40:41,23
51,2020-02-18,13:40:52,23
52,2020-02-18,13:40:52,23
53,2020-02-18,13:40:52,23
54,2020-02-18,13:41:03,23
55,2020-02-18,13:41:03,23
56,2020-02-18,13:41:03,23
57,2020-02-18,13:41:14,23
58,2020-02-18,13:41:14,23
59,2020-02-18,13:41:14,23
60,2020-02-18,13:41:25,23
61,2020-02-18,13:41:25,23
62,2020-02-18,13:41:25,23
63,2020-02-18,13:41:36,23
64,2020-02-18,13:41:36,23
65,2020-02-18,13:41:36,23
66,2020-02-18,13:41:47,23
67,2020-02-18,13:41:47,23
68,2020-02-18,13:41:47,23
69,2020-02-18,13:41:57,23
70,2020-02-18,13:41:58,23
71,2020-02-18,13:41:58,23
72,2020-02-18,13:48:26,23
73,2020-02-18,13:48:26,23
74,2020-02-18,13:48:27,23
75,2020-02-18,13:48:27,23
76,2020-02-18,13:48:27,23
77,2020-02-18,13:48:27,23
78,2020-02-18,13:48:27,23
79,2020-02-18,13:48:27,23
80,2020-02-18,13:48:28,23
81,2020-02-18,13:48:28,23
82,2020-02-18,14:00:41,23
83,2020-02-18,14:00:41,23
84,2020-02-18,14:00:41,23
85,2020-02-18,14:00:52,23
86,2020-02-18,14:00:52,23
87,2020-02-18,14:00:52,23
88,2020-02-18,14:01:03,23
89,2020-02-18,14:01:03,23
90,2020-02-18,14:01:03,23
91,2020-02-18,14:01:14,23
92,2020-02-18,14:01:14,23
93,2020-02-18,14:01:14,23
94,2020-02-18,14:01:25,23
95,2020-02-18,14:01:25,23
96,2020-02-18,14:01:25,23
97,2020-02-18,14:01:36,23
98,2020-02-18,14:01:36,23
99,2020-02-18,14:01:36,23
100,2020-02-18,14:01:47,23
101,2020-02-18,14:01:47,23
102,2020-02-18,14:01:47,23
103,2020-02-18,14:01:58,23
104,2020-02-18,14:01:58,23
105,2020-02-18,14:01:58,23
106,2020-02-18,14:02:09,23
107,2020-02-18,14:02:09,23
108,2020-02-18,14:02:09,23
109,2020-02-18,14:02:19,23
110,2020-02-18,14:02:20,23
111,2020-02-18,14:02:20,23
112,2020-02-18,14:02:30,23
113,2020-02-18,14:02:31,23
114,2020-02-18,14:02:31,23
115,2020-02-18,14:02:41,23
116,2020-02-18,14:02:42,23
117,2020-02-18,14:02:42,23
118,2020-02-18,14:02:52,23
119,2020-02-18,14:02:53,23
120,2020-02-18,14:02:53,23
121,2020-02-18,14:03:03,23
122,2020-02-18,14:03:04,23
123,2020-02-18,14:03:04,23
124,2020-02-18,14:03:14,23
125,2020-02-18,14:03:15,23
126,2020-02-18,14:03:15,23
127,2020-02-18,14:03:25,23
128,2020-02-18,14:03:26,23
129,2020-02-18,14:03:26,23
130,2020-02-18,14:03:27,23
131,2020-02-18,14:03:27,23
132,2020-02-18,14:03:27,23
133,2020-02-18,14:03:27,23
134,2020-02-18,14:03:28,23
135,2020-02-18,14:03:28,23
136,2020-02-18,14:03:28,23
137,2020-02-18,14:03:28,23
138,2020-02-18,14:03:29,23
139,2020-02-18,14:03:54,23
140,2020-02-18,14:03:54,23
141,2020-02-18,14:03:54,23
142,2020-02-18,14:04:05,23
143,2020-02-18,14:04:05,23
144,2020-02-18,14:04:05,23
145,2020-02-18,14:04:16,23
146,2020-02-18,14:04:16,23
147,2020-02-18,14:04:16,23
148,2020-02-18,14:04:27,23
149,2020-02-18,14:04:27,23
150,2020-02-18,14:04:27,23
151,2020-02-18,14:04:38,23
